conversation_id,customer_message,true_intent,true_escalate,notes,labeled_by,labeled_at
715299,"@SpotifyCares Forgotten my password, but I don't have access to my email linked to my account to reset my password. What can i do?",account_access,True,,aditya1325.raps@gmail.com,2026-09-11T11:45:30.816414+00:00
568984,@115888 it does this every time. I’ve tried multiple browsers and tried on a Mac book and on different WiFi. It’s definitely a Spotify issue. PLEASE HELP. I NEED MY MUSIC. https://t.co/4ro8sHycNw,playback_bug,True,,aditya1325.raps@gmail.com,2026-09-11T11:45:39.983508+00:00
1474906,Sometimes I feel personally offended when @115888's Discover Weekly doesn't get me.,other,False,,aditya1325.raps@gmail.com,2026-09-11T11:45:45.223758+00:00
2312372,Just caught some scumbag using my @115888 account!?,account_access,True,,aditya1325.raps@gmail.com,2026-09-11T11:45:53.012609+00:00
2291961,@SpotifyCares i️ went to listen to an artist and now it says that most of their music is unavailable in my country. is there any chance of music being made available again?,feature_question,False,,aditya1325.raps@gmail.com,2026-09-11T11:46:01.210213+00:00
1241237,@115888 what’s with this waze crap taking up the top of my screen? Tried closing.. even added the thing and it’s still there!!! https://t.co/qr36qOL3uf,other,False,,aditya1325.raps@gmail.com,2026-09-11T11:46:09.842490+00:00
2950123,@SpotifyCares hello i cant find the option to use DIGI carrier as billing option. (MALAYSIA),other,False,,aditya1325.raps@gmail.com,2026-09-11T11:46:14.466844+00:00
111984,Fuck @115888 you're stupid app won't let me go premium. I have tried 3 DIFFERENT cards. I'm beyond irritated,billing_dispute,True,,aditya1325.raps@gmail.com,2026-09-11T11:46:20.957788+00:00
1348072,@SpotifyCares when is yelawolf new album available on @116130,other,False,,aditya1325.raps@gmail.com,2026-09-11T11:46:26.867777+00:00
1520010,STOP PLAYING SUGGESTED TRACKS WHEN IM TRYING TO LISTEN TO AN ALBUM @115888,other,False,,aditya1325.raps@gmail.com,2026-09-11T11:46:33.767154+00:00
2621376,"@SpotifyCares Just signed up and am surprised to find no parental controls for explicit lyrics. Is this right, or am I missing something? Bit odd when you promote a family plan.",feature_question,False,,aditya1325.raps@gmail.com,2026-09-11T11:46:40.668543+00:00
866323,30 mins of ad-free music WHERE @115888,feature_question,False,,aditya1325.raps@gmail.com,2026-09-11T11:46:47.011872+00:00
383702,@115888 bring your lyrics back.,feature_question,False,,aditya1325.raps@gmail.com,2026-09-11T11:46:56.729002+00:00
2777731,"@SpotifyCares Why is Spotify saying I have a free account suddenly? I’ve been paying for years. Same credit card, not expired. Logged out and in, still not working.",billing_dispute,True,,aditya1325.raps@gmail.com,2026-09-11T11:47:02.798459+00:00
862202,Almost started crying because I couldn’t find Boj’s album on my Spotify.,other,False,,aditya1325.raps@gmail.com,2026-09-11T11:47:06.788628+00:00
2555582,@115888 @117168 I am going crazy. Someone is logged into my account. I’ve tried log out all devices. They even upgraded my account...,account_access,True,,aditya1325.raps@gmail.com,2026-09-11T11:47:14.712085+00:00
1189535,@SpotifyCares OK please proceed to delete the tweet,other,False,,aditya1325.raps@gmail.com,2026-09-11T11:47:20.007110+00:00
2040798,"@SpotifyCares Having major issues where my music is consistently published under a different artist's page, every time I put out a track on Spotify. Could we work out a more permanent solution to this?",account_access,True,,aditya1325.raps@gmail.com,2026-09-11T11:48:30.970040+00:00
2039838,@spotifycares how come most of The Tragically Hip's discography is available on other platforms in the UK but not Spotify in the UK?,other,False,,aditya1325.raps@gmail.com,2026-09-11T11:48:36.270673+00:00
885167,@115888 I can’t say how much I love the “your time capsule” playlist!!! It always makes my day.,other,False,,aditya1325.raps@gmail.com,2026-09-11T11:48:43.954278+00:00
2219868,Zero ads. All music. Get 3 months Premium for ₱9. https://t.co/HpdFtAWo6c,other,False,,aditya1325.raps@gmail.com,2026-09-11T11:48:49.450560+00:00
2352381,"@SpotifyCares we noticed that our new album doesn't show as related to our last release and comes up as 2 different artists, how can we get that fixed?
 https://t.co/RztUmcUNI5 (new)
https://t.co/MM4pXsrXsT (existing)",feature_question,True,,aditya1325.raps@gmail.com,2026-09-11T11:48:57.938297+00:00
1823571,@115888 please clarify? Phish? Nye? Msg? I don't sink so https://t.co/Eotto28hwg,other,False,,aditya1325.raps@gmail.com,2026-09-11T11:49:03.811700+00:00
2412720,"@SpotifyCares @46289@SpotifyCares I need my account canceled an start me another one, my account was not put on my new phone. I love my music",account_access,False,,aditya1325.raps@gmail.com,2026-09-11T11:49:16.432665+00:00
1039754,"@SpotifyCares Spotify doesn't show the song playing, doesn't let me skip the song, Iphone doesn't register spotify as a music source,",playback_bug,True,,aditya1325.raps@gmail.com,2026-09-11T11:49:28.759346+00:00
44297,"@SpotifyCares the Kelly Jones, only the names have changed album is bringing up wrong artist and wrong album but the correct album cover. Please update",feature_question,False,,aditya1325.raps@gmail.com,2026-09-11T11:49:41.268876+00:00
2896714,"@SpotifyCares Hello, I’ve got problem with Spotify playlist , Can you check ur Direct Message , please. Thank you.",other,False,,aditya1325.raps@gmail.com,2026-09-11T11:49:47.737609+00:00
1369162,".@115888 @SpotifyCares 
PLEASE introduce listening sessions to Spotify !! I want to hop in with someone else and have them be the DJ!!!! RT",feature_question,False,,aditya1325.raps@gmail.com,2026-09-11T11:49:52.445374+00:00
2780820,@SpotifyCares haven’t received an email with my Romeo Santos presale code... what’s up with that,other,False,,aditya1325.raps@gmail.com,2026-09-11T12:22:10.146358+00:00
744387,"@SpotifyCares hey guys - in the UK, MC Hammers' ""Please Hammer Don't Hurt Em"" says it has 13 tracks but only lists 11.  Why is this please?",other,False,,aditya1325.raps@gmail.com,2026-09-11T12:22:16.143674+00:00
2943773,@116130 iv just realised that my account has not been changed to student. What is the email I need to contact u I can't find one,account_access,True,,aditya1325.raps@gmail.com,2026-09-11T12:22:23.183724+00:00
631999,@SpotifyCares Hello Some music numbers are grey and I can not play them. How can I solve this problem?,other,False,,aditya1325.raps@gmail.com,2026-09-11T12:22:29.968744+00:00
2982088,"@115888 You guys should add some of @150310's songs from her new album ""Warmer in the Winter"" to your Christmas playlists!",other,False,,aditya1325.raps@gmail.com,2026-09-11T12:22:34.990234+00:00
2647467,@115888 please update Red Velvet's new albumㅠ.ㅠ,other,False,,aditya1325.raps@gmail.com,2026-09-11T12:22:39.253765+00:00
861401,@115888 why is the app not for India. Have been waiting for it for quite a while. Very disappointing.,other,False,,aditya1325.raps@gmail.com,2026-09-11T12:22:42.970718+00:00
997182,Alô @SpotifyCares @115888 LIBERA MEU SPOT!,other,False,,aditya1325.raps@gmail.com,2026-09-11T12:22:47.436132+00:00
727999,what's wrong with @115888?? why do I have to upgrade and restart every. single. day. SO annoying.,account_access,True,,aditya1325.raps@gmail.com,2026-09-11T12:22:56.026707+00:00
2133704,@117153 I paid for premium membership last weekend and now you’ve put me on Free. Hugely annoyed!,billing_dispute,True,,aditya1325.raps@gmail.com,2026-09-11T12:23:00.621773+00:00
1533092,Hey @SpotifyCares @115888 why isn’t the Spotify-app already rescaled for the iPhone X? Such big company should have that done a week ago,feature_question,False,,aditya1325.raps@gmail.com,2026-09-11T12:23:07.763319+00:00
669988,"@SpotifyCares On Android, after I'm done listening, or pause music, spotify shut down shortly after. Can I extend this time out period?",other,False,,aditya1325.raps@gmail.com,2026-09-11T12:23:16.567780+00:00
1019554,@SpotifyCares @115888 What's the point of offering 50% for students if you can only pay with creditcard.... Like students have one?,other,False,,aditya1325.raps@gmail.com,2026-09-11T12:23:23.904874+00:00
2907337,Anyone else having this problem with @115888 when searching/browsing? https://t.co/AWTVDiNDZ6,feature_question,False,,aditya1325.raps@gmail.com,2026-09-11T12:23:31.707388+00:00
2886998,"@115888 Why are there random audio book chapters in my ""Release Radar"" playlist? https://t.co/reGBQ3Zd5P",other,False,,aditya1325.raps@gmail.com,2026-09-11T12:23:39.056819+00:00
725983,I wish @115888 had nested playlists...,feature_question,False,,aditya1325.raps@gmail.com,2026-09-11T12:23:44.077788+00:00
